DATA;PROVINCIA;LOCALITA;TIPO;TRAVOLTI;ILLESI;FERITI;MORTI
20/02/2014;BL;Livinallongo del Col di Lana - Frazione di Livinä;8;1;0;1;0
23/02/2014;BZ;Braies - Helltaler Schlechten;2;1;0;1;0
25/02/2014;TN;Valle di Fassa - Marmolada;3;1;1;0;0
02/03/2014;TN;"Paganella - Fuori pista ""Tre-Tre""";1;3;3;0;0
02/03/2014;LC;Val Biandino - Introbio;8;1;1;0;0
02/03/2014;TN;Paganella - Dosso Larici;3;2;2;0;0
04/03/2014;TN;Val Giudicarie - passo Durone cima Sära;2;1;0;0;1
04/03/2014;BZ;Campill - Badia - Sass de Putia;2;2;2;0;0
05/03/2014;AO;morena tra Rif. Mezzalama e Lago Blu;3;1;0;1;0
06/03/2014;TO;Val Susa - Pra Claud, Fenils (TO) Monte Chaberton;2;1;0;0;1
09/03/2014;CO;Monte Palanzone;8;3;;2;1
16/03/2014;TN;valle di Breguzzo - val del Vescovo;2;1;1;0;0
16/03/2014;RE;Appennino Tosco-emiliano Alpe di Succiso;2;2;0;0;2
25/03/2014;TN;Valle di Fassa - Pian Trevisan (sotto Gran Vernel);2;1;0;1;0
13/04/2014;BZ;Val Senales - Hintereis;3;1;1;0;0
19/04/2014;BZ;Passo delle Erbe - Sass de Putia;2;1;0;1;0
01/05/2014;LC;Grignone - Pastura - sopra Baite Comolli;5;1;0;1;0
01/05/2014;TN;Val di Fassa - Punta Penia Marmolada;2;4;3;1;0
01/05/2014;TO;Valli di Lanzo - Ciamarella;1;4;0;3;1
04/05/2014;BZ;Trafoi - Ortles;1;3;3;0;0
04/05/2014;CN;Valle Gesso - Canale Lourousa;1;5;0;3;2
04/05/2014;SO;Canalino sud Gran Zebró;5;5;3;2;0
19/06/2014;CN;Valle Po - Parete Nord Monviso;5;2;0;2;0
31/07/2014;AO;Gressoney La Trinitä - Sotto la Piramide Vincent;5;3;1;1;1
18/10/2014;AO;Val d'Ayas - Breithorn;2;4;3;1;0
18/10/2014;SO;Monte Cevedale - Valfurva;2;1;1;0;0
07/12/2014;CN;Val Varaita - Rocca la Marchisa;2;3;3;0;0
07/12/2014;CN;Val Varaita - Faraut;2;2;2;0;0
08/12/2014;BZ;Val D'ultimo - Cima Sternai;2;1;1;0;0
08/12/2014;AO;Valle di Champorcher - Cima Beccher;1;3;1;2;0
08/12/2014;BZ;Val Senales - Oberettes;2;1;1;0;0
08/12/2014;BZ;Val d'Ultimo;2;1;1;0;0
12/12/2014;CN;S. Anna di Bellino Monte Faraut;1;1;0;0;1
12/12/2014;BZ;Val Martello - Orecchia di Lepre;1;1;0;1;0
14/12/2014;TE;Gran Sasso Parete N Corno piccolo Canale di Mezzo;5;2;0;0;2
18/12/2014;SO;Pizzo dei Tre Signori;5;1;0;1;0
20/12/2014;BZ;Val Venosta - Martello - Plattenspitze;2;1;1;0;0
21/12/2014;BZ;Val Venosta - Laces - Vermoispitze;5;2;0;2;0
31/12/2014;SO;Monte Lorio - Valle del Latte - Aprica;2;1;0;1;0
04/01/2015;BZ;GÅrtelspitze - Val Passiria;1;1;1;0;0
06/01/2015;BZ;Val Racines - Cima del Tempo;1;1;1;0;0
06/01/2015;BZ;Riva di Tures - Schneespitze;2;6;4;0;2
06/01/2015;BZ;Riva di Tures - Schneespitze;8;2;2;0;0
10/01/2015;BZ;Val Senales - cima Saldura;1;1;1;0;0
11/01/2015;BZ;Gruppo del Sella - Boä;2;4;2;1;1
15/01/2015;BZ;Valle Aurina - Monte Fumo;1;4;3;1;0
17/01/2015;BZ;Rio Bianco - Zinsnock;1;4;0;2;2
17/01/2015;SO;Colombina - Mottolino - Livigno;3;1;1;0;0
17/01/2015;BL;Faloria -Cortina;3;1;0;1;0
18/01/2015;BZ;Val Racines - Piccola di Montecroce;1;2;0;2;0
18/01/2015;AO;Testa dei Fra - versante Vertosan;2;1;0;0;1
18/01/2015;SO;Bormio 3000 - Pista Bimbi al Sole - Valdisotto;3;2;2;0;0
18/01/2015;SO;Canale de li Tea - Monte della Neve - Livigno;3;3;3;0;0
20/01/2015;SO;Monte Garone - Val del Monte - Livigno;3;3;0;2;1
23/01/2015;AO;Monte Bianco - Discesa del Marbräe;3;1;0;0;1
24/01/2015;BZ;Ultental - Flimspitze;1;1;1;0;0
24/01/2015;AO;Cogne - Valnontey - Cascata di ghiaccio Valmiana;5;1;0;1;0
24/01/2015;BL;Val Visdende - Monte Schiaron;2;1;1;0;0
25/01/2015;UD;Valle del But - Monte Terzo;1;1;1;0;0
25/01/2015;BG;Monte Toro - Foppolo;2;3;2;1;0
31/01/2015;AO;Courmayeur - Pavillon;3;1;0;1;0
01/02/2015;BZ;Val Senales - Pista Teufelsegg;4;2;1;1;0
02/02/2015;AO;Courmayeur - Arp - Variante Panei;3;1;0;0;1
06/02/2015;TO;Valle Stura - Colle della Maddalena;6;1;1;0;0
07/02/2015;BS;Valle del Lares - Passo Tonale;3;1;1;0;0
07/02/2015;SO;Vallone Vallecetta - Valdisotto;3;1;1;0;0
07/02/2015;BL;Monte Averau - comprensorio sciistico 5 Torri;3;2;1;0;1
07/02/2015;CN;Argentera (CN);3;1;0;0;1
07/02/2015;VI;Monte Falcone - Recoaro Mille;3;1;0;1;0
08/02/2015;AO;Valgrisenche - Ormelune;3;2;1;1;0
08/02/2015;TN;Passo Broccon-Chalet Paradiso antenne monte Agaro;3;1;0;0;1
08/02/2015;TN;Val di Fassa - forcella Pordoi;1;1;1;0;0
08/02/2015;AO;Valgrisenche - Plontaz;2;1;1;0;0
09/02/2015;AO;Pila - Platta de Grevon;3;1;0;1;0
09/02/2015;TO;Valle Susa - Cima Le Vert;3;1;1;0;0
10/02/2015;BZ;Val Passiria - Stuls -;2;2;0;1;1
11/02/2015;BZ;Val Venosta - Slingia;8;1;0;0;1
17/02/2015;TO;Sagnalonga, Cesana Torinese-Costa Rocchetta;3;4;3;0;1
20/02/2015;AO;Valgrisenche - Rabuigne;3;2;2;0;0
25/02/2015;UD;Val Raccolana - Monte Ursic;1;2;2;0;0
28/02/2015;BZ;Val Gardena - Gruppo del Sassolungo;2;2;1;1;0
01/03/2015;BL;Misurina - Val Fonda Monte Cristallo;1;3;0;0;3
06/03/2015;BZ;Resia - Piz Lad;2;1;0;0;1
06/03/2015;SO;Plan de la Montanella - Livigno;3;1;1;0;0
07/03/2015;SO;Cima Cantone - Livigno;3;1;1;0;0
07/03/2015;BZ;Riva di Tures - Triangolo di Riva;1;2;1;1;0
09/03/2015;SO;Vallaccia - Livigno;3;1;1;0;0
18/03/2015;TO;Prali-Cappello d'Envie;3;1;1;0;0
27/03/2015;TO;Cesana Torinese- Valle Thuras- Monte Terra Nera;3;3;0;1;2
30/03/2015;VB;Alta Val Formazza - Punta del Sabbione;1;2;0;0;2
02/04/2015;SO;Cime di Lago Spalmo - Val Viola - Valdidentro;2;2;1;0;1
04/04/2015;AO;Cogne - Grand Serz;2;1;0;1;0
04/04/2015;AO;Courmayeur - Toula - Canale del cesso;3;1;1;0;0
05/04/2015;BO;Valle del Silenzio - Monte La Nuda;1;2;0;1;1
05/04/2015;AO;Vallone di Flassin - Col di Vertosan;2;2;1;1;0
05/04/2015;AO;Bionaz - vicino Rif. Nacamuli;1;1;0;1;0
18/04/2015;SO;Monte Scale - Cancano - Valdidentro;2;1;0;1;0
19/04/2015;SO;Gran Zebró - Valfurva;5;5;4;1;0
02/05/2015;BS;Cima Calotta - Temó;1;1;1;0;0
02/05/2015;SO;Colle Pasquale - Valfurva;1;2;2;0;0
02/05/2015;SO;Monte Cevedale - Valfurva;1;6;6;0;0
02/05/2015;BZ;Forcella Janiger - Cima Solda;1;6;4;1;1
02/05/2015;BZ;Val Martello - Rotspitz-Martellerspitz;1;2;2;0;0
02/05/2015;TO;Rochemolles, Bardonecchia-Punta Almiane;1;1;1;0;0
02/05/2015;AO;Monte Rosa - Punta Giordani;1;1;1;0;0
02/05/2015;SO;Punta San Matteo - Valfurva;2;1;0;0;1
31/10/2015;SO;Monte Cristallo - Passo Stelvio;2;1;1;0;0
29/11/2015;BZ;Val Senales - Teufelsegg;5;3;2;1;0
02/12/2015;BZ;Val Senales - Punta della Vedretta;2;1;0;1;0
23/01/2016;AO;Monte Bianco - Col d'Enträves;3;1;1;0;0
08/02/2016;BG;Monte Valgussera - Foppolo;3;1;1;0;0
10/02/2016;SO;Vallone Vallecetta - Valdisotto;3;2;2;0;0
10/02/2016;BG;Montebello - Foppolo;3;1;1;0;0
10/02/2016;SO;Vallone Vallecetta - Valdisotto;3;2;2;0;0
13/02/2016;BZ;Val Ridanna - Kleine Ferse;2;2;1;0;1
13/02/2016;SO;La Costa - Canalone Groppera - Madesimo;3;3;2;0;1
18/02/2016;BZ;San Vigilio Marebbe - Monte Sella di Sennes;2;1;0;1;0
27/02/2016;LC;Pizzo della Pieve - Grignone;5;3;1;2;0
29/02/2016;TN;val di Fassa- Canazei-Belvedere-Toä;3;2;1;1;0
01/03/2016;AO;Monte Bianco - Canale del Cesso;3;2;2;0;0
03/03/2016;UD;Monte Lussari;3;1;1;0;0
05/03/2016;CN;Val Maira -Strada del Palent;6;1;1;0;0
06/03/2016;BZ;Val Senales - Hintereis;3;1;1;0;0
06/03/2016;CN;Valle Maira - Cima Boscasso discesa su Preit;2;1;1;0;0
06/03/2016;BG;Pizzo Arera - Oltre il Colle;1;2;0;2;0
07/03/2016;BZ;Vertana Val Rosim - Solda;1;2;1;1;0
12/03/2016;BZ;Riva di Tures - Monte Nevoso;8;9;2;1;6
12/03/2016;SO;Vallone Vallecetta - Valdisotto;3;2;2;0;0
05/04/2016;BZ;Val Martello - discesa dal rifugio casati;2;2;2;0;0
08/04/2016;BZ;Val di Fleres - Feuersteingletscher;2;2;1;1;0
10/04/2016;BS;Cima Salimmo - Canale Faustinelli - Ponte di Legno;5;9;7;2;0
15/04/2016;AO;zona lago d'Arpy - Becca Pougnenta;1;1;0;1;0
18/04/2016;AO;Valgrisenche - Punta Bassac Sud;1;2;1;0;1
18/04/2016;SO;Cima Saoseo - Val Viola;1;3;3;0;0
19/04/2016;BZ;Val di Vizze - Weisszint;2;1;1;0;0
19/04/2016;BZ;Val Senales - Grawand;3;4;4;0;0
19/04/2016;AO;Monte Bianco - Petit Mont Blanc - Canale Bonatti;1;1;0;1;0
19/04/2016;BZ;Val Senales - Gletschersee;3;1;0;1;0
20/04/2016;AO;Valgrisenche - Rutor;1;3;1;0;2
20/04/2016;SO;Punta Cadini - Valfurva;2;5;5;0;0
21/04/2016;TN;Val di Fassa - Punta Penia in Marmolada;1;2;2;0;0
28/04/2016;BZ;Val Martello - Lyfispitze;1;2;1;0;1
05/05/2016;SO;Pizzo Stella - Campodolcino;2;1;0;0;1
21/05/2016;CN;Valle Po-Monviso-Canale Coolidge;2;3;2;0;1
22/05/2016;BL;Monte Antelao - Canale Oppel;5;1;0;0;1
01/07/2016;AO;Val Ferret - Mont Dolent;5;1;1;0;0
04/07/2016;AO;Grandes Jorasses;5;2;2;0;0
22/10/2016;SO;Monte Cristallo - Ghiacciao dello Stelvio - Bormio;5;4;3;1;0
22/10/2016;BZ;Valle di Vizze (Pfitsch) - Hochferner;5;4;0;0;4
29/10/2016;AO;Monte Bianco - sotto Bivacchi Eccles;5;2;0;0;2
12/11/2016;TN;Gruppo di Brenta - Vedretta di Pratofiorito;5;2;1;0;1
